GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population
G2200570,1870,Louisiana,220,Lafourche,570,Lafourche,14719
G2200630,1870,Louisiana,220,Livingston,630,Livingston,4026
G2200650,1870,Louisiana,220,Madison,650,Madison,8600
G2200670,1870,Louisiana,220,Morehouse,670,Morehouse,9387
G2200690,1870,Louisiana,220,Natchitoches,690,Natchitoches,18265
G2200710,1870,Louisiana,220,Orleans,710,Orleans,191418
G2200730,1870,Louisiana,220,Ouachita,730,Ouachita,11582
G2200750,1870,Louisiana,220,Plaquemines,750,Plaquemines,10552
G2200770,1870,Louisiana,220,Pointe Coupee,770,Pointe Coupee,12981
G2200790,1870,Louisiana,220,Rapides,790,Rapides,18015
G2200830,1870,Louisiana,220,Richland,830,Richland,5110
G2200850,1870,Louisiana,220,Sabine,850,Sabine,6456
G2200870,1870,Louisiana,220,St Bernard,870,St Bernard,3553
G2200890,1870,Louisiana,220,St Charles,890,St Charles,4867
G2200910,1870,Louisiana,220,St Helena,910,St Helena,5423
G2200930,1870,Louisiana,220,St James,930,St James,10152
G2200950,1870,Louisiana,220,St John The Baptist,950,St John The Baptist,6762
G2200970,1870,Louisiana,220,St Landry,970,St Landry,25553
G2200990,1870,Louisiana,220,St Martin,990,St Martin,9370
G2201010,1870,Louisiana,220,St Mary,1010,St Mary,13860
G2201030,1870,Louisiana,220,St Tammany,1030,St Tammany,5586
G2201050,1870,Louisiana,220,Tangipahoa,1050,Tangipahoa,7928
G2201070,1870,Louisiana,220,Tensas,1070,Tensas,12419
G2201090,1870,Louisiana,220,Terrebonne,1090,Terrebonne,12451
G2201110,1870,Louisiana,220,Union,1110,Union,11685
G2201130,1870,Louisiana,220,Vermilion,1130,Vermillion,4528
G2201170,1870,Louisiana,220,Washington,1170,Washington,3330
G2201210,1870,Louisiana,220,West Baton Rouge,1210,West Baton Rouge,5114
G2201250,1870,Louisiana,220,West Feliciana,1250,West Feliciana,10499
G2201270,1870,Louisiana,220,Winn,1270,Winn,4954
G2300010,1870,Maine,230,Androscoggin,10,Androscoggin,35866
G2300030,1870,Maine,230,Aroostook,30,Aroostook,29609
G2300050,1870,Maine,230,Cumberland,50,Cumberland,82021
G2300070,1870,Maine,230,Franklin,70,Franklin,18807
G2300090,1870,Maine,230,Hancock,90,Hancock,36495
G2300110,1870,Maine,230,Kennebec,110,Kennebec,53203
G2300130,1870,Maine,230,Knox,130,Knox,30823
G2300150,1870,Maine,230,Lincoln,150,Lincoln,25597
G2300170,1870,Maine,230,Oxford,170,Oxford,33488
G2300190,1870,Maine,230,Penobscot,190,Penobscot,75150
G2300210,1870,Maine,230,Piscataquis,210,Piscataquis,14403
G2300230,1870,Maine,230,Sagadahoc,230,Sagadahoc,18803
G2300250,1870,Maine,230,Somerset,250,Somerset,34611
G2300270,1870,Maine,230,Waldo,270,Waldo,34522
G2300290,1870,Maine,230,Washington,290,Washington,43343
G2300310,1870,Maine,230,York,310,York,60174
G2400010,1870,Maryland,240,Allegany,10,Allegany,38536
G2400030,1870,Maryland,240,Anne Arundel,30,Anne Arundel,24457
G2400050,1870,Maryland,240,Baltimore,50,Baltimore,330741
G2400090,1870,Maryland,240,Calvert,90,Calvert,9865
G2400110,1870,Maryland,240,Caroline,110,Caroline,12101
G2400130,1870,Maryland,240,Carroll,130,Carroll,28619
G2400150,1870,Maryland,240,Cecil,150,Cecil,25874
G2400170,1870,Maryland,240,Charles,170,Charles,15738
G2400190,1870,Maryland,240,Dorchester,190,Dorchester,19458
G2400210,1870,Maryland,240,Frederick,210,Frederick,47572
G2400250,1870,Maryland,240,Harford,250,Harford,22605
G2400270,1870,Maryland,240,Howard,270,Howard,14150
G2400290,1870,Maryland,240,Kent,290,Kent,17102
G2400310,1870,Maryland,240,Montgomery,310,Montgomery,20563
G2400330,1870,Maryland,240,Prince Georges,330,Prince Georges,21138
G2400350,1870,Maryland,240,Queen Anne's,350,Queen Anne's,16171
G2400370,1870,Maryland,240,St Mary's,370,St Mary's,14944
G2400390,1870,Maryland,240,Somerset,390,Somerset,18190
G2400410,1870,Maryland,240,Talbot,410,Talbot,16137
G2400430,1870,Maryland,240,Washington,430,Washington,34712
G2400450,1870,Maryland,240,Wicomico,450,Wicomico,15802
G2400470,1870,Maryland,240,Worcester,470,Worcester,16419
G2405100,1870,Maryland,240,Baltimore City,5100,Baltimore City,
G2500010,1870,Massachusetts,250,Barnstable,10,Barnstable,32774
G2500030,1870,Massachusetts,250,Berkshire,30,Berkshire,64827
G2500050,1870,Massachusetts,250,Bristol,50,Bristol,102886
G2500070,1870,Massachusetts,250,Dukes,70,Dukes,3787
G2500090,1870,Massachusetts,250,Essex,90,Essex,200843
G2500110,1870,Massachusetts,250,Franklin,110,Franklin,32635
G2500130,1870,Massachusetts,250,Hampden,130,Hampden,78409
G2500150,1870,Massachusetts,250,Hampshire,150,Hampshire,44388
G2500170,1870,Massachusetts,250,Middlesex,170,Middlesex,274353
G2500190,1870,Massachusetts,250,Nantucket,190,Nantucket,4123
G2500210,1870,Massachusetts,250,Norfolk,210,Norfolk,89443
G2500230,1870,Massachusetts,250,Plymouth,230,Plymouth,65365
G2500250,1870,Massachusetts,250,Suffolk,250,Suffolk,270802
G2500270,1870,Massachusetts,250,Worcester,270,Worcester,192716
G2600010,1870,Michigan,260,Alcona,10,Alcona,696
G2600050,1870,Michigan,260,Allegan,50,Allegan,32105
G2600070,1870,Michigan,260,Alpena,70,Alpena,2756
G2600090,1870,Michigan,260,Antrim,90,Antrim,1985
G2600150,1870,Michigan,260,Barry,150,Barry,22199
G2600170,1870,Michigan,260,Bay,170,Bay,15900
G2600190,1870,Michigan,260,Benzie,190,Benzie,2184
G2600210,1870,Michigan,260,Berrien,210,Berrien,35104
G2600230,1870,Michigan,260,Branch,230,Branch,26226
G2600250,1870,Michigan,260,Calhoun,250,Calhoun,36569
G2600270,1870,Michigan,260,Cass,270,Cass,21094
G2600290,1870,Michigan,260,Charlevoix,290,Charlevoix,1724
G2600310,1870,Michigan,260,Cheboygan,310,Cheboygan,2196
G2600330,1870,Michigan,260,Chippewa,330,Chippewa,1689
G2600350,1870,Michigan,260,Clare,350,Clare,366
G2600370,1870,Michigan,260,Clinton,370,Clinton,22845
G2600410,1870,Michigan,260,Delta,410,Delta,2542
G2600450,1870,Michigan,260,Eaton,450,Eaton,25171
G2600470,1870,Michigan,260,Emmet,470,Emmet,1211
G2600490,1870,Michigan,260,Genesee,490,Genesee,33900
G2600510,1870,Michigan,260,Gladwin,510,Gladwin,
G2600550,1870,Michigan,260,Grand Traverse,550,Grand Traverse,4443
G2600570,1870,Michigan,260,Gratiot,570,Gratiot,11810
G2600590,1870,Michigan,260,Hillsdale,590,Hillsdale,31684
G2600610,1870,Michigan,260,Houghton,610,Houghton,13879
G2600630,1870,Michigan,260,Huron,630,Huron,9049
G2600650,1870,Michigan,260,Ingham,650,Ingham,25268
G2600670,1870,Michigan,260,Ionia,670,Ionia,27681
G2600690,1870,Michigan,260,Iosco,690,Iosco,3163
G2600730,1870,Michigan,260,Isabella,730,Isabella,4113
G2600750,1870,Michigan,260,Jackson,750,Jackson,36047
G2600770,1870,Michigan,260,Kalamazoo,770,Kalamazoo,32054
G2600790,1870,Michigan,260,Kalkaska,790,Kalkaska,424
G2600810,1870,Michigan,260,Kent,810,Kent,50403
G2600830,1870,Michigan,260,Keweenaw,830,Keweenaw,4205
G2600850,1870,Michigan,260,Lake,850,Lake,548
G2600870,1870,Michigan,260,Lapeer,870,Lapeer,21345
G2600890,1870,Michigan,260,Leelanau,890,Leelanau,4576
G2600910,1870,Michigan,260,Lenawee,910,Lenawee,45595
G2600930,1870,Michigan,260,Livingston,930,Livingston,19336
G2600970,1870,Michigan,260,Mackinac,970,Mackinac,1716
G2600990,1870,Michigan,260,Macomb,990,Macomb,27616
G2601010,1870,Michigan,260,Manistee,1010,Manistee,6074
G2601015,1870,Michigan,260,Manitou,1015,Manitou,891
G2601030,1870,Michigan,260,Marquette,1030,Marquette,15033
G2601050,1870,Michigan,260,Mason,1050,Mason,3263
G2601070,1870,Michigan,260,Mecosta,1070,Mecosta,5642
G2601090,1870,Michigan,260,Menominee,1090,Menominee,1791
G2601110,1870,Michigan,260,Midland,1110,Midland,3285
G2601130,1870,Michigan,260,Missaukee,1130,Missaukee,130
G2601150,1870,Michigan,260,Monroe,1150,Monroe,27483
G2601170,1870,Michigan,260,Montcalm,1170,Montcalm,13629
G2601190,1870,Michigan,260,Montmorency,1190,Montmorency,
G2601210,1870,Michigan,260,Muskegon,1210,Muskegon,14894
G2601230,1870,Michigan,260,Newaygo,1230,Newaygo,7294
G2601250,1870,Michigan,260,Oakland,1250,Oakland,40867
G2601270,1870,Michigan,260,Oceana,1270,Oceana,7222
G2601290,1870,Michigan,260,Ogemaw,1290,Ogemaw,12
G2601310,1870,Michigan,260,Ontonagon,1310,Ontonagon,2845
G2601330,1870,Michigan,260,Osceola,1330,Osceola,2093
G2601350,1870,Michigan,260,Oscoda,1350,Oscoda,70
G2601370,1870,Michigan,260,Otsego,1370,Otsego,
G2601390,1870,Michigan,260,Ottawa,1390,Ottawa,26651
G2601410,1870,Michigan,260,Presque Isle,1410,Presque Isle,355
G2601430,1870,Michigan,260,Roscommon,1430,Roscommon,
G2601450,1870,Michigan,260,Saginaw,1450,Saginaw,39097
G2601470,1870,Michigan,260,St Clair,1470,St Clair,36661
G2601490,1870,Michigan,260,St Joseph,1490,St Joseph,26275
G2601510,1870,Michigan,260,Sanilac,1510,Sanilac,14562
G2601530,1870,Michigan,260,Schoolcraft,1530,Schoolcraft,
G2601550,1870,Michigan,260,Shiawassee,1550,Shiawassee,20858
G2601570,1870,Michigan,260,Tuscola,1570,Tuscola,13714
G2601590,1870,Michigan,260,Van Buren,1590,Van Buren,28829
G2601610,1870,Michigan,260,Washtenaw,1610,Washtenaw,41434
G2601630,1870,Michigan,260,Wayne,1630,Wayne,119038
G2601650,1870,Michigan,260,Wexford,1650,Wexford,650
G2700010,1870,Minnesota,270,Aitkin,10,Aitkin,178
G2700030,1870,Minnesota,270,Anoka,30,Anoka,3940
G2700050,1870,Minnesota,270,Becker,50,Becker,308
G2700070,1870,Minnesota,270,Beltrami,70,Beltrami,80
G2700090,1870,Minnesota,270,Benton,90,Benton,1558
G2700110,1870,Minnesota,270,Big Stone,110,Big Stone,24
G2700130,1870,Minnesota,270,Blue Earth,130,Blue Earth,17302
G2700150,1870,Minnesota,270,Brown,150,Brown,6396
G2700170,1870,Minnesota,270,Carlton,170,Carlton,286
G2700190,1870,Minnesota,270,Carver,190,Carver,11586
G2700210,1870,Minnesota,270,Cass,210,Cass,380
G2700230,1870,Minnesota,270,Chippewa,230,Chippewa,1467
G2700250,1870,Minnesota,270,Chisago,250,Chisago,4358
G2700270,1870,Minnesota,270,Clay,270,Clay,92
G2700330,1870,Minnesota,270,Cottonwood,330,Cottonwood,534
G2700350,1870,Minnesota,270,Crow Wing,350,Crow Wing,200
G2700370,1870,Minnesota,270,Dakota,370,Dakota,16312
G2700390,1870,Minnesota,270,Dodge,390,Dodge,8598
G2700410,1870,Minnesota,270,Douglas,410,Douglas,4239
G2700430,1870,Minnesota,270,Faribault,430,Faribault,9940
G2700450,1870,Minnesota,270,Fillmore,450,Fillmore,24887
G2700470,1870,Minnesota,270,Freeborn,470,Freeborn,10578
G2700490,1870,Minnesota,270,Goodhue,490,Goodhue,22618
G2700510,1870,Minnesota,270,Grant,510,Grant,340
G2700530,1870,Minnesota,270,Hennepin,530,Hennepin,31566
G2700550,1870,Minnesota,270,Houston,550,Houston,14936
G2700590,1870,Minnesota,270,Isanti,590,Isanti,2035
G2700610,1870,Minnesota,270,Itasca,610,Itasca,96
G2700630,1870,Minnesota,270,Jackson,630,Jackson,1825
G2700650,1870,Minnesota,270,Kanabec,650,Kanabec,93
G2700670,1870,Minnesota,270,Kandiyohi,670,Kandiyohi,1760
G2700735,1870,Minnesota,270,Lac Qui Parle (old),735,Lac Qui Parle (Old),145
G2700750,1870,Minnesota,270,Lake,750,Lake,135
G2700790,1870,Minnesota,270,Le Sueur,790,Le Sueur,11607
G2700850,1870,Minnesota,270,McLeod,850,Mcleod,5643
G2700910,1870,Minnesota,270,Martin,910,Martin,3867
G2700930,1870,Minnesota,270,Meeker,930,Meeker,6090
G2700950,1870,Minnesota,270,Mille Lacs,950,Mille Lacs,1109
G2700955,1870,Minnesota,270,Monongalia,955,Monongalia,3161
G2700970,1870,Minnesota,270,Morrison,970,Morrison,1681
G2700990,1870,Minnesota,270,Mower,990,Mower,10447
G2701010,1870,Minnesota,270,Murray,1010,Murray,209
G2701030,1870,Minnesota,270,Nicollet,1030,Nicollet,8362
G2701050,1870,Minnesota,270,Nobles,1050,Nobles,117
G2701090,1870,Minnesota,270,Olmsted,1090,Olmsted,19793
G2701110,1870,Minnesota,270,Otter Tail,1110,Otter Tail,1968
G2701115,1870,Minnesota,270,Pembina,1115,Pembina,64
G2701150,1870,Minnesota,270,Pine,1150,Pine,648
G2701190,1870,Minnesota,270,Polk,1190,Polk,
G2701210,1870,Minnesota,270,Pope,1210,Pope,2691
G2701230,1870,Minnesota,270,Ramsey,1230,Ramsey,23085
G2701270,1870,Minnesota,270,Redwood,1270,Redwood,1829
G2701290,1870,Minnesota,270,Renville,1290,Renville,3219
G2701310,1870,Minnesota,270,Rice,1310,Rice,16083
G2701330,1870,Minnesota,270,Rock,1330,Rock,138
G2701370,1870,Minnesota,270,St Louis,1370,St Louis,4561
G2701390,1870,Minnesota,270,Scott,1390,Scott,11042
G2701410,1870,Minnesota,270,Sherburne,1410,Sherburne,2050
G2701430,1870,Minnesota,270,Sibley,1430,Sibley,6725
G2701450,1870,Minnesota,270,Stearns,1450,Stearns,14206
G2701470,1870,Minnesota,270,Steele,1470,Steele,8271
G2701490,1870,Minnesota,270,Stevens,1490,Stevens,174
G2701530,1870,Minnesota,270,Todd,1530,Todd,2036
G2701550,1870,Minnesota,270,Traverse,1550,Traverse,13
G2701570,1870,Minnesota,270,Wabasha,1570,Wabasha,15859
G2701590,1870,Minnesota,270,Wadena,1590,Wadena,6
G2701610,1870,Minnesota,270,Waseca,1610,Waseca,7854
G2701630,1870,Minnesota,270,Washington,1630,Washington,11809
G2701650,1870,Minnesota,270,Watonwan,1650,Watonwan,2426
G2701670,1870,Minnesota,270,Wilkin,1670,Wilkin,295
G2701690,1870,Minnesota,270,Winona,1690,Winona,22319
G2701710,1870,Minnesota,270,Wright,1710,Wright,9457
G2800010,1870,Mississippi,280,Adams,10,Adams,19084
G2800030,1870,Mississippi,280,Alcorn,30,Alcorn,10431
G2800050,1870,Mississippi,280,Amite,50,Amite,10973
G2800070,1870,Mississippi,280,Attala,70,Attala,14776
G2800110,1870,Mississippi,280,Bolivar,110,Bolivar,9732
G2800130,1870,Mississippi,280,Calhoun,130,Calhoun,10561
G2800150,1870,Mississippi,280,Carroll,150,Carroll,21047
G2800170,1870,Mississippi,280,Chickasaw,170,Chickasaw,19899
G2800190,1870,Mississippi,280,Choctaw,190,Choctaw,16988
G2800210,1870,Mississippi,280,Claiborne,210,Claiborne,13386
G2800230,1870,Mississippi,280,Clarke,230,Clarke,7505
G2800270,1870,Mississippi,280,Coahoma,270,Coahoma,7144
G2800290,1870,Mississippi,280,Copiah,290,Copiah,20608
G2800310,1870,Mississippi,280,Covington,310,Covington,4753
G2800330,1870,Mississippi,280,DeSoto,330,De Soto,32021
G2800370,1870,Mississippi,280,Franklin,370,Franklin,7498
G2800410,1870,Mississippi,280,Greene,410,Greene,2038
G2800430,1870,Mississippi,280,Grenada,430,Grenada,10571
G2800450,1870,Mississippi,280,Hancock,450,Hancock,4239
G2800470,1870,Mississippi,280,Harrison,470,Harrison,5795
G2800490,1870,Mississippi,280,Hinds,490,Hinds,30488
G2800510,1870,Mississippi,280,Holmes,510,Holmes,19370
G2800550,1870,Mississippi,280,Issaquena,550,Issaquena,6887
G2800570,1870,Mississippi,280,Itawamba,570,Itawamba,7812
G2800590,1870,Mississippi,280,Jackson,590,Jackson,4362
G2800610,1870,Mississippi,280,Jasper,610,Jasper,10884
G2800630,1870,Mississippi,280,Jefferson,630,Jefferson,13848
G2800670,1870,Mississippi,280,Jones,670,Jones,3313
G2800690,1870,Mississippi,280,Kemper,690,Kemper,12920
G2800710,1870,Mississippi,280,Lafayette,710,Lafayette,18802
G2800750,1870,Mississippi,280,Lauderdale,750,Lauderdale,13462
G2800770,1870,Mississippi,280,Lawrence,770,Lawrence,6720
G2800790,1870,Mississippi,280,Leake,790,Leake,8496
G2800810,1870,Mississippi,280,Lee,810,Lee,15955
G2800850,1870,Mississippi,280,Lincoln,850,Lincoln,10184
G2800870,1870,Mississippi,280,Lowndes,870,Lowndes,30502
G2800890,1870,Mississippi,280,Madison,890,Madison,20948
G2800910,1870,Mississippi,280,Marion,910,Marion,4211
G2800930,1870,Mississippi,280,Marshall,930,Marshall,29416
G2800950,1870,Mississippi,280,Monroe,950,Monroe,22631
G2800990,1870,Mississippi,280,Neshoba,990,Neshoba,7439
G2801010,1870,Mississippi,280,Newton,1010,Newton,10067
G2801030,1870,Mississippi,280,Noxubee,1030,Noxubee,20905
G2801050,1870,Mississippi,280,Oktibbeha,1050,Oktibbeha,14891
G2801070,1870,Mississippi,280,Panola,1070,Panola,20754
G2801110,1870,Mississippi,280,Perry,1110,Perry,2694
G2801130,1870,Mississippi,280,Pike,1130,Pike,11303
G2801150,1870,Mississippi,280,Pontotoc,1150,Pontotoc,12525
G2801170,1870,Mississippi,280,Prentiss,1170,Prentiss,9348
G2801210,1870,Mississippi,280,Rankin,1210,Rankin,12977
G2801230,1870,Mississippi,280,Scott,1230,Scott,7847
G2801270,1870,Mississippi,280,Simpson,1270,Simpson,5718
G2801290,1870,Mississippi,280,Smith,1290,Smith,7126
G2801330,1870,Mississippi,280,Sunflower,1330,Sunflower,5015
G2801350,1870,Mississippi,280,Tallahatchie,1350,Tallahatchie,7852
G2801390,1870,Mississippi,280,Tippah,1390,Tippah,20727
G2801410,1870,Mississippi,280,Tishomingo,1410,Tishomingo,7350
G2801430,1870,Mississippi,280,Tunica,1430,Tunica,5358
G2801490,1870,Mississippi,280,Warren,1490,Warren,26769
G2801510,1870,Mississippi,280,Washington,1510,Washington,14569
G2801530,1870,Mississippi,280,Wayne,1530,Wayne,4206
G2801570,1870,Mississippi,280,Wilkinson,1570,Wilkinson,12705
G2801590,1870,Mississippi,280,Winston,1590,Winston,8984
G2801610,1870,Mississippi,280,Yalobusha,1610,Yalobusha,13254
G2801630,1870,Mississippi,280,Yazoo,1630,Yazoo,17279
G2900010,1870,Missouri,290,Adair,10,Adair,11448
G2900030,1870,Missouri,290,Andrew,30,Andrew,15137
G2900050,1870,Missouri,290,Atchison,50,Atchison,8440
G2900070,1870,Missouri,290,Audrain,70,Audrain,12307
G2900090,1870,Missouri,290,Barry,90,Barry,10373
G2900110,1870,Missouri,290,Barton,110,Barton,5087
G2900130,1870,Missouri,290,Bates,130,Bates,15960
G2900150,1870,Missouri,290,Benton,150,Benton,11322
G2900170,1870,Missouri,290,Bollinger,170,Bollinger,8162
G2900190,1870,Missouri,290,Boone,190,Boone,20765
G2900210,1870,Missouri,290,Buchanan,210,Buchanan,35109
G2900230,1870,Missouri,290,Butler,230,Butler,4298
G2900250,1870,Missouri,290,Caldwell,250,Caldwell,11390
G2900270,1870,Missouri,290,Callaway,270,Callaway,19202
G2900290,1870,Missouri,290,Camden,290,Camden,6108
G2900310,1870,Missouri,290,Cape Girardeau,310,Cape Girardeau,17558
G2900330,1870,Missouri,290,Carroll,330,Carroll,17446
G2900350,1870,Missouri,290,Carter,350,Carter,1455
G2900370,1870,Missouri,290,Cass,370,Cass,19296
G2900390,1870,Missouri,290,Cedar,390,Cedar,9474
G2900410,1870,Missouri,290,Chariton,410,Chariton,19136
G2900430,1870,Missouri,290,Christian,430,Christian,6707
G2900450,1870,Missouri,290,Clark,450,Clark,13667
G2900470,1870,Missouri,290,Clay,470,Clay,15564
G2900490,1870,Missouri,290,Clinton,490,Clinton,14063
G2900510,1870,Missouri,290,Cole,510,Cole,10292
G2900530,1870,Missouri,290,Cooper,530,Cooper,20692
G2900550,1870,Missouri,290,Crawford,550,Crawford,7982
G2900570,1870,Missouri,290,Dade,570,Dade,8683
G2900590,1870,Missouri,290,Dallas,590,Dallas,8383
G2900610,1870,Missouri,290,Daviess,610,Daviess,14410
G2900630,1870,Missouri,290,DeKalb,630,De Kalb,9858
G2900650,1870,Missouri,290,Dent,650,Dent,6357
G2900670,1870,Missouri,290,Douglas,670,Douglas,3915
G2900690,1870,Missouri,290,Dunklin,690,Dunklin,5982
G2900710,1870,Missouri,290,Franklin,710,Franklin,30098
G2900730,1870,Missouri,290,Gasconade,730,Gasconade,10093
G2900750,1870,Missouri,290,Gentry,750,Gentry,11607
G2900770,1870,Missouri,290,Greene,770,Greene,21549
G2900790,1870,Missouri,290,Grundy,790,Grundy,10567
G2900810,1870,Missouri,290,Harrison,810,Harrison,14635
G2900830,1870,Missouri,290,Henry,830,Henry,17401
G2900850,1870,Missouri,290,Hickory,850,Hickory,6452
G2900870,1870,Missouri,290,Holt,870,Holt,11652
G2900890,1870,Missouri,290,Howard,890,Howard,17233
G2900910,1870,Missouri,290,Howell,910,Howell,4218
G2900930,1870,Missouri,290,Iron,930,Iron,6278
G2900950,1870,Missouri,290,Jackson,950,Jackson,55041
G2900970,1870,Missouri,290,Jasper,970,Jasper,14928
G2900990,1870,Missouri,290,Jefferson,990,Jefferson,15380
G2901010,1870,Missouri,290,Johnson,1010,Johnson,24648
G2901030,1870,Missouri,290,Knox,1030,Knox,10974
G2901050,1870,Missouri,290,Laclede,1050,Laclede,9380
G2901070,1870,Missouri,290,Lafayette,1070,Lafayette,22623
G2901090,1870,Missouri,290,Lawrence,1090,Lawrence,13067
G2901110,1870,Missouri,290,Lewis,1110,Lewis,15114
G2901130,1870,Missouri,290,Lincoln,1130,Lincoln,15960
G2901150,1870,Missouri,290,Linn,1150,Linn,15900
G2901170,1870,Missouri,290,Livingston,1170,Livingston,16730
G2901190,1870,Missouri,290,McDonald,1190,Mcdonald,5226
G2901210,1870,Missouri,290,Macon,1210,Macon,23230
G2901230,1870,Missouri,290,Madison,1230,Madison,5849
G2901250,1870,Missouri,290,Maries,1250,Maries,5916
G2901270,1870,Missouri,290,Marion,1270,Marion,23780
G2901290,1870,Missouri,290,Mercer,1290,Mercer,11557
G2901310,1870,Missouri,290,Miller,1310,Miller,6616
G2901330,1870,Missouri,290,Mississippi,1330,Mississippi,4982
G2901350,1870,Missouri,290,Moniteau,1350,Moniteau,11375
G2901370,1870,Missouri,290,Monroe,1370,Monroe,17149
G2901390,1870,Missouri,290,Montgomery,1390,Montgomery,10405
G2901410,1870,Missouri,290,Morgan,1410,Morgan,8434
G2901430,1870,Missouri,290,New Madrid,1430,New Madrid,6357
G2901450,1870,Missouri,290,Newton,1450,Newton,12821
G2901470,1870,Missouri,290,Nodaway,1470,Nodaway,14751
G2901490,1870,Missouri,290,Oregon,1490,Oregon,3287
G2901510,1870,Missouri,290,Osage,1510,Osage,10793
G2901530,1870,Missouri,290,Ozark,1530,Ozark,3363
G2901550,1870,Missouri,290,Pemiscot,1550,Pemiscot,2059
G2901570,1870,Missouri,290,Perry,1570,Perry,9877
G2901590,1870,Missouri,290,Pettis,1590,Pettis,18706
G2901610,1870,Missouri,290,Phelps,1610,Phelps,10506
G2901630,1870,Missouri,290,Pike,1630,Pike,23076
G2901650,1870,Missouri,290,Platte,1650,Platte,17352
G2901670,1870,Missouri,290,Polk,1670,Polk,12445
G2901690,1870,Missouri,290,Pulaski,1690,Pulaski,4714
G2901710,1870,Missouri,290,Putnam,1710,Putnam,11217
G2901730,1870,Missouri,290,Ralls,1730,Ralls,10510
G2901750,1870,Missouri,290,Randolph,1750,Randolph,15908
G2901770,1870,Missouri,290,Ray,1770,Ray,18700
G2901790,1870,Missouri,290,Reynolds,1790,Reynolds,3756
G2901810,1870,Missouri,290,Ripley,1810,Ripley,3175
G2901830,1870,Missouri,290,St Charles,1830,St Charles,21304
G2901850,1870,Missouri,290,St Clair,1850,St Clair,6742
G2901860,1870,Missouri,290,Ste Genevieve,1860,Ste Genevieve,8384
G2901870,1870,Missouri,290,St Francois,1870,St Francois,9742
G2901890,1870,Missouri,290,St Louis,1890,St Louis,351189
G2901950,1870,Missouri,290,Saline,1950,Saline,21672
G2901970,1870,Missouri,290,Schuyler,1970,Schuyler,8820
G2901990,1870,Missouri,290,Scotland,1990,Scotland,10670
G2902010,1870,Missouri,290,Scott,2010,Scott,7317
G2902030,1870,Missouri,290,Shannon,2030,Shannon,2339
G2902050,1870,Missouri,290,Shelby,2050,Shelby,10119
G2902070,1870,Missouri,290,Stoddard,2070,Stoddard,8535
G2902090,1870,Missouri,290,Stone,2090,Stone,3253
G2902110,1870,Missouri,290,Sullivan,2110,Sullivan,11907
G2902130,1870,Missouri,290,Taney,2130,Taney,4407
G2902150,1870,Missouri,290,Texas,2150,Texas,9618
G2902170,1870,Missouri,290,Vernon,2170,Vernon,11247
G2902190,1870,Missouri,290,Warren,2190,Warren,9673
G2902210,1870,Missouri,290,Washington,2210,Washington,11719
G2902230,1870,Missouri,290,Wayne,2230,Wayne,6068
G2902250,1870,Missouri,290,Webster,2250,Webster,10434
G2902270,1870,Missouri,290,Worth,2270,Worth,5004
G2902290,1870,Missouri,290,Wright,2290,Wright,5684
G3050015,1870,Montana Territory,305,Beaverhead,15,Beaverhead,722
G3050035,1870,Montana Territory,305,Big Horn,35,Big Horn,38
G3050055,1870,Montana Territory,305,Chouteau,55,Chouteau,517
G3050095,1870,Montana Territory,305,Dawson,95,Dawson,177
G3050115,1870,Montana Territory,305,Deer Lodge,115,Deer Lodge,4367
G3050135,1870,Montana Territory,305,Gallatin,135,Gallatin,1578
G3050155,1870,Montana Territory,305,Jefferson,155,Jefferson,1531
G3050175,1870,Montana Territory,305,Lewis And Clark,175,Lewis And Clark,5040
G3050195,1870,Montana Territory,305,Madison,195,Madison,2684
G3050215,1870,Montana Territory,305,Meagher,215,Meagher,1387
G3050235,1870,Montana Territory,305,Missoula,235,Missoula,2554
G3100010,1870,Nebraska,310,Adams,10,Adams,19
G3100075,1870,Nebraska,310,Blackbird,75,Blackbird,31
G3100190,1870,Nebraska,310,Buffalo,190,Buffalo,193
G3100210,1870,Nebraska,310,Burt,210,Burt,2847
G3100230,1870,Nebraska,310,Butler,230,Butler,1290
G3100250,1870,Nebraska,310,Cass,250,Cass,8151
G3100270,1870,Nebraska,310,Cedar,270,Cedar,1032
G3100330,1870,Nebraska,310,Cheyenne,330,Cheyenne,190
G3100350,1870,Nebraska,310,Clay,350,Clay,54
G3100370,1870,Nebraska,310,Colfax,370,Colfax,1424
G3100390,1870,Nebraska,310,Cuming,390,Cuming,2964
G3100430,1870,Nebraska,310,Dakota,430,Dakota,2040
G3100470,1870,Nebraska,310,Dawson,470,Dawson,103
G3100510,1870,Nebraska,310,Dixon,510,Dixon,1345
G3100530,1870,Nebraska,310,Dodge,530,Dodge,4212
G3100550,1870,Nebraska,310,Douglas,550,Douglas,19982
G3100590,1870,Nebraska,310,Fillmore,590,Fillmore,238
G3100610,1870,Nebraska,310,Franklin,610,Franklin,26
G3100670,1870,Nebraska,310,Gage,670,Gage,3359
G3100755,1870,Nebraska,310,Grant (old),755,Grant (old),484
G3100790,1870,Nebraska,310,Hall,790,Hall,1057
G3100810,1870,Nebraska,310,Hamilton,810,Hamilton,130
G3100835,1870,Nebraska,310,Harrison,835,Harrison,631
G3100935,1870,Nebraska,310,Jackson,935,Jackson,9
G3100950,1870,Nebraska,310,Jefferson,950,Jefferson,2440
