GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G3701990,1850,North Carolina,370,Yancey,1990,Yancey,8205,7809,50,346
G3900010,1850,Ohio,390,Adams,10,Adams,18883,18828,55,0
G3900030,1850,Ohio,390,Allen,30,Allen,12109,12082,27,0
G3900050,1850,Ohio,390,Ashland,50,Ashland,23813,23810,3,0
G3900070,1850,Ohio,390,Ashtabula,70,Ashtabula,28767,28724,43,0
G3900090,1850,Ohio,390,Athens,90,Athens,18215,18109,106,0
G3900110,1850,Ohio,390,Auglaize,110,Auglaize,11338,11251,87,0
G3900130,1850,Ohio,390,Belmont,130,Belmont,34600,33822,778,0
G3900150,1850,Ohio,390,Brown,150,Brown,27332,26469,863,0
G3900170,1850,Ohio,390,Butler,170,Butler,30789,30422,367,0
G3900190,1850,Ohio,390,Carroll,190,Carroll,17685,17633,52,0
G3900210,1850,Ohio,390,Champaign,210,Champaign,19782,19288,494,0
G3900230,1850,Ohio,390,Clark,230,Clark,22178,21855,323,0
G3900250,1850,Ohio,390,Clermont,250,Clermont,30455,30043,412,0
G3900270,1850,Ohio,390,Clinton,270,Clinton,18838,18240,598,0
G3900290,1850,Ohio,390,Columbiana,290,Columbiana,33621,33439,182,0
G3900310,1850,Ohio,390,Coshocton,310,Coshocton,25674,25630,44,0
G3900330,1850,Ohio,390,Crawford,330,Crawford,18177,18167,10,0
G3900350,1850,Ohio,390,Cuyahoga,350,Cuyahoga,48099,47740,359,0
G3900370,1850,Ohio,390,Darke,370,Darke,20276,20028,248,0
G3900390,1850,Ohio,390,Defiance,390,Defiance,6966,6947,19,0
G3900410,1850,Ohio,390,Delaware,410,Delaware,21817,21682,135,0
G3900430,1850,Ohio,390,Erie,430,Erie,18568,18366,202,0
G3900450,1850,Ohio,390,Fairfield,450,Fairfield,30264,29984,280,0
G3900470,1850,Ohio,390,Fayette,470,Fayette,12726,12435,291,0
G3900490,1850,Ohio,390,Franklin,490,Franklin,42909,41302,1607,0
G3900510,1850,Ohio,390,Fulton,510,Fulton,7781,7780,1,0
G3900530,1850,Ohio,390,Gallia,530,Gallia,17063,15865,1198,0
G3900550,1850,Ohio,390,Geauga,550,Geauga,17827,17820,7,0
G3900570,1850,Ohio,390,Greene,570,Greene,21946,21292,654,0
G3900590,1850,Ohio,390,Guernsey,590,Guernsey,30438,30270,168,0
G3900610,1850,Ohio,390,Hamilton,610,Hamilton,156844,153244,3600,0
G3900630,1850,Ohio,390,Hancock,630,Hancock,16751,16725,26,0
G3900650,1850,Ohio,390,Hardin,650,Hardin,8251,8237,14,0
G3900670,1850,Ohio,390,Harrison,670,Harrison,20157,19870,287,0
G3900690,1850,Ohio,390,Henry,690,Henry,3434,3434,0,0
G3900710,1850,Ohio,390,Highland,710,Highland,25781,24885,896,0
G3900730,1850,Ohio,390,Hocking,730,Hocking,14119,14002,117,0
G3900750,1850,Ohio,390,Holmes,750,Holmes,20452,20447,5,0
G3900770,1850,Ohio,390,Huron,770,Huron,26203,26164,39,0
G3900790,1850,Ohio,390,Jackson,790,Jackson,12719,12328,391,0
G3900810,1850,Ohio,390,Jefferson,810,Jefferson,29133,28468,665,0
G3900830,1850,Ohio,390,Knox,830,Knox,28872,28810,62,0
G3900850,1850,Ohio,390,Lake,850,Lake,14654,14616,38,0
G3900870,1850,Ohio,390,Lawrence,870,Lawrence,15246,14920,326,0
G3900890,1850,Ohio,390,Licking,890,Licking,38846,38718,128,0
G3900910,1850,Ohio,390,Logan,910,Logan,19162,18626,536,0
G3900930,1850,Ohio,390,Lorain,930,Lorain,26086,25822,264,0
G3900950,1850,Ohio,390,Lucas,950,Lucas,12363,12224,139,0
G3900970,1850,Ohio,390,Madison,970,Madison,10015,9937,78,0
G3900990,1850,Ohio,390,Mahoning,990,Mahoning,23735,23645,90,0
G3901010,1850,Ohio,390,Marion,1010,Marion,12618,12597,21,0
G3901030,1850,Ohio,390,Medina,1030,Medina,24441,24406,35,0
G3901050,1850,Ohio,390,Meigs,1050,Meigs,17971,17919,52,0
G3901070,1850,Ohio,390,Mercer,1070,Mercer,7712,7313,399,0
G3901090,1850,Ohio,390,Miami,1090,Miami,24999,24397,602,0
G3901110,1850,Ohio,390,Monroe,1110,Monroe,28351,28282,69,0
G3901130,1850,Ohio,390,Montgomery,1130,Montgomery,38218,37969,249,0
G3901150,1850,Ohio,390,Morgan,1150,Morgan,28585,28495,90,0
G3901170,1850,Ohio,390,Morrow,1170,Morrow,20280,20262,18,0
G3901190,1850,Ohio,390,Muskingum,1190,Muskingum,45049,44418,631,0
G3901230,1850,Ohio,390,Ottawa,1230,Ottawa,3308,3307,1,0
G3901250,1850,Ohio,390,Paulding,1250,Paulding,1766,1765,1,0
G3901270,1850,Ohio,390,Perry,1270,Perry,20775,20746,29,0
G3901290,1850,Ohio,390,Pickaway,1290,Pickaway,21006,20594,412,0
G3901310,1850,Ohio,390,Pike,1310,Pike,10953,10335,618,0
G3901330,1850,Ohio,390,Portage,1330,Portage,24419,24361,58,0
G3901350,1850,Ohio,390,Preble,1350,Preble,21736,21659,77,0
G3901370,1850,Ohio,390,Putnam,1370,Putnam,7221,7210,11,0
G3901390,1850,Ohio,390,Richland,1390,Richland,30879,30812,67,0
G3901410,1850,Ohio,390,Ross,1410,Ross,32074,30168,1906,0
G3901430,1850,Ohio,390,Sandusky,1430,Sandusky,14305,14258,47,0
G3901450,1850,Ohio,390,Scioto,1450,Scioto,18428,18217,211,0
G3901470,1850,Ohio,390,Seneca,1470,Seneca,27104,26953,151,0
G3901490,1850,Ohio,390,Shelby,1490,Shelby,13958,13551,407,0
G3901510,1850,Ohio,390,Stark,1510,Stark,39878,39719,159,0
G3901530,1850,Ohio,390,Summit,1530,Summit,27485,27364,121,0
G3901550,1850,Ohio,390,Trumbull,1550,Trumbull,30490,30425,65,0
G3901570,1850,Ohio,390,Tuscarawas,1570,Tuscarawas,31761,31672,89,0
G3901590,1850,Ohio,390,Union,1590,Union,12204,12076,128,0
G3901610,1850,Ohio,390,Van Wert,1610,Van Wert,4793,4746,47,0
G3901630,1850,Ohio,390,Vinton,1630,Vinton,9353,9246,107,0
G3901650,1850,Ohio,390,Warren,1650,Warren,25560,24958,602,0
G3901670,1850,Ohio,390,Washington,1670,Washington,29540,29150,390,0
G3901690,1850,Ohio,390,Wayne,1690,Wayne,32981,32953,28,0
G3901710,1850,Ohio,390,Williams,1710,Williams,8018,8018,0,0
G3901730,1850,Ohio,390,Wood,1730,Wood,9157,9139,18,0
G3901750,1850,Ohio,390,Wyandot,1750,Wyandot,11194,11145,49,0
G4130015,1850,Oregon Territory,413,Benton,15,Benton,814,810,4,0
G4130035,1850,Oregon Territory,413,Clackamas,35,Clackamas,1859,1836,23,0
G4130055,1850,Oregon Territory,413,Clark,55,Clark,643,592,51,0
G4130075,1850,Oregon Territory,413,Clatsop,75,Clatsop,462,458,4,0
G4130095,1850,Oregon Territory,413,Lewis,95,Lewis,558,457,101,0
G4130115,1850,Oregon Territory,413,Linn,115,Linn,994,994,0,0
G4130135,1850,Oregon Territory,413,Marion,135,Marion,2749,2740,9,0
G4130155,1850,Oregon Territory,413,Polk,155,Polk,1051,1046,5,0
G4130175,1850,Oregon Territory,413,Washington,175,Washington,2652,2643,9,0
G4130195,1850,Oregon Territory,413,Yamhill,195,Yamhill,1512,1511,1,0
G4200010,1850,Pennsylvania,420,Adams,10,Adams,25981,25426,555,0
G4200030,1850,Pennsylvania,420,Allegheny,30,Allegheny,138290,134859,3431,0
G4200050,1850,Pennsylvania,420,Armstrong,50,Armstrong,29560,29431,129,0
G4200070,1850,Pennsylvania,420,Beaver,70,Beaver,26689,26444,245,0
G4200090,1850,Pennsylvania,420,Bedford,90,Bedford,23052,22637,415,0
G4200110,1850,Pennsylvania,420,Berks,110,Berks,77129,76579,550,0
G4200130,1850,Pennsylvania,420,Blair,130,Blair,21777,21517,260,0
G4200150,1850,Pennsylvania,420,Bradford,150,Bradford,42831,42634,197,0
G4200170,1850,Pennsylvania,420,Bucks,170,Bucks,56091,54369,1722,0
G4200190,1850,Pennsylvania,420,Butler,190,Butler,30346,30262,84,0
G4200210,1850,Pennsylvania,420,Cambria,210,Cambria,17773,17645,128,0
G4200250,1850,Pennsylvania,420,Carbon,250,Carbon,15686,15656,30,0
G4200270,1850,Pennsylvania,420,Centre,270,Centre,23355,23112,243,0
G4200290,1850,Pennsylvania,420,Chester,290,Chester,66438,61215,5223,0
G4200310,1850,Pennsylvania,420,Clarion,310,Clarion,23565,23448,117,0
G4200330,1850,Pennsylvania,420,Clearfield,330,Clearfield,12586,12482,104,0
G4200350,1850,Pennsylvania,420,Clinton,350,Clinton,11207,11055,152,0
G4200370,1850,Pennsylvania,420,Columbia,370,Columbia,17710,17607,103,0
G4200390,1850,Pennsylvania,420,Crawford,390,Crawford,37849,37750,99,0
G4200410,1850,Pennsylvania,420,Cumberland,410,Cumberland,34327,33370,957,0
G4200430,1850,Pennsylvania,420,Dauphin,430,Dauphin,35754,34476,1278,0
G4200450,1850,Pennsylvania,420,Delaware,450,Delaware,24679,23122,1557,0
G4200470,1850,Pennsylvania,420,Elk,470,Elk,3531,3529,2,0
G4200490,1850,Pennsylvania,420,Erie,490,Erie,38742,38593,149,0
G4200510,1850,Pennsylvania,420,Fayette,510,Fayette,39112,37443,1669,0
G4200550,1850,Pennsylvania,420,Franklin,550,Franklin,39904,37956,1948,0
G4200570,1850,Pennsylvania,420,Fulton,570,Fulton,7567,7474,93,0
G4200590,1850,Pennsylvania,420,Greene,590,Greene,22136,21660,476,0
G4200610,1850,Pennsylvania,420,Huntingdon,610,Huntingdon,24786,24451,335,0
G4200630,1850,Pennsylvania,420,Indiana,630,Indiana,27170,26916,254,0
G4200650,1850,Pennsylvania,420,Jefferson,650,Jefferson,13518,13424,94,0
G4200670,1850,Pennsylvania,420,Juniata,670,Juniata,13029,12898,131,0
G4200710,1850,Pennsylvania,420,Lancaster,710,Lancaster,98944,95330,3614,0
G4200730,1850,Pennsylvania,420,Lawrence,730,Lawrence,21079,20947,132,0
G4200750,1850,Pennsylvania,420,Lebanon,750,Lebanon,26071,25985,86,0
G4200770,1850,Pennsylvania,420,Lehigh,770,Lehigh,32479,32431,48,0
G4200790,1850,Pennsylvania,420,Luzerne,790,Luzerne,56072,55699,373,0
G4200810,1850,Pennsylvania,420,Lycoming,810,Lycoming,26257,25890,367,0
G4200830,1850,Pennsylvania,420,McKean,830,Mckean,5254,5218,36,0
G4200850,1850,Pennsylvania,420,Mercer,850,Mercer,33172,32881,291,0
G4200870,1850,Pennsylvania,420,Mifflin,870,Mifflin,14980,14570,410,0
G4200890,1850,Pennsylvania,420,Monroe,890,Monroe,13270,13170,100,0
G4200910,1850,Pennsylvania,420,Montgomery,910,Montgomery,58291,57434,857,0
G4200930,1850,Pennsylvania,420,Montour,930,Montour,13239,13155,84,0
G4200950,1850,Pennsylvania,420,Northampton,950,Northampton,40235,40099,136,0
G4200970,1850,Pennsylvania,420,Northumberland,970,Northumberland,23272,23180,92,0
G4200990,1850,Pennsylvania,420,Perry,990,Perry,20088,19953,135,0
G4201010,1850,Pennsylvania,420,Philadelphia,1010,Philadelphia,408762,389001,19761,0
G4201030,1850,Pennsylvania,420,Pike,1030,Pike,5881,5692,189,0
G4201050,1850,Pennsylvania,420,Potter,1050,Potter,6048,6042,6,0
G4201070,1850,Pennsylvania,420,Schuylkill,1070,Schuylkill,60713,60305,408,0
G4201110,1850,Pennsylvania,420,Somerset,1110,Somerset,24416,24317,99,0
G4201130,1850,Pennsylvania,420,Sullivan,1130,Sullivan,3694,3683,11,0
G4201150,1850,Pennsylvania,420,Susquehanna,1150,Susquehanna,28688,28528,160,0
G4201170,1850,Pennsylvania,420,Tioga,1170,Tioga,23987,23889,98,0
G4201190,1850,Pennsylvania,420,Union,1190,Union,26083,25982,101,0
G4201210,1850,Pennsylvania,420,Venango,1210,Venango,18310,18270,40,0
G4201230,1850,Pennsylvania,420,Warren,1230,Warren,13671,13593,78,0
G4201250,1850,Pennsylvania,420,Washington,1250,Washington,44939,43380,1559,0
G4201270,1850,Pennsylvania,420,Wayne,1270,Wayne,21890,21841,49,0
G4201290,1850,Pennsylvania,420,Westmoreland,1290,Westmoreland,51726,51280,446,0
G4201310,1850,Pennsylvania,420,Wyoming,1310,Wyoming,10655,10650,5,0
G4201330,1850,Pennsylvania,420,York,1330,York,57450,56325,1125,0
G4400010,1850,Rhode Island,440,Bristol,10,Bristol,8514,8203,311,0
G4400030,1850,Rhode Island,440,Kent,30,Kent,15068,14839,229,0
G4400050,1850,Rhode Island,440,Newport,50,Newport,20007,19225,782,0
G4400070,1850,Rhode Island,440,Providence,70,Providence,87526,85708,1818,0
G4400090,1850,Rhode Island,440,Washington,90,Washington,16430,15900,530,0
G4500010,1850,South Carolina,450,Abbeville,10,Abbeville,32318,12699,357,19262
G4500070,1850,South Carolina,450,Anderson,70,Anderson,21475,13867,94,7514
G4500110,1850,South Carolina,450,Barnwell,110,Barnwell,26608,12289,311,14008
G4500130,1850,South Carolina,450,Beaufort,130,Beaufort,38805,5947,579,32279
G4500190,1850,South Carolina,450,Charleston,190,Charleston,72805,24580,3849,44376
G4500230,1850,South Carolina,450,Chester,230,Chester,18038,8003,148,9887
G4500250,1850,South Carolina,450,Chesterfield,250,Chesterfield,10790,6678,218,3894
G4500290,1850,South Carolina,450,Colleton,290,Colleton,39505,7403,331,31771
G4500310,1850,South Carolina,450,Darlington,310,Darlington,16831,6747,43,10041
G4500370,1850,South Carolina,450,Edgefield,370,Edgefield,39262,16252,285,22725
G4500390,1850,South Carolina,450,Fairfield,390,Fairfield,21404,7068,90,14246
G4500430,1850,South Carolina,450,Georgetown,430,Georgetown,20647,2193,201,18253
G4500450,1850,South Carolina,450,Greenville,450,Greenville,20156,13370,95,6691
G4500510,1850,South Carolina,450,Horry,510,Horry,7646,5522,49,2075
G4500550,1850,South Carolina,450,Kershaw,550,Kershaw,14473,4681,214,9578
G4500570,1850,South Carolina,450,Lancaster,570,Lancaster,10988,5857,117,5014
G4500590,1850,South Carolina,450,Laurens,590,Laurens,23407,11370,84,11953
G4500630,1850,South Carolina,450,Lexington,630,Lexington,12930,7350,23,5557
G4500670,1850,South Carolina,450,Marion,670,Marion,17407,9781,106,7520
G4500690,1850,South Carolina,450,Marlboro,690,Marlboro,10789,5033,156,5600
G4500710,1850,South Carolina,450,Newberry,710,Newberry,20143,7242,213,12688
G4500750,1850,South Carolina,450,Orangeburg,750,Orangeburg,23582,8120,78,15384
G4500770,1850,South Carolina,450,Pickens,770,Pickens,16904,13105,120,3679
G4500790,1850,South Carolina,450,Richland,790,Richland,20243,6764,501,12978
G4500830,1850,South Carolina,450,Spartanburg,830,Spartanburg,26400,18311,50,8039
G4500850,1850,South Carolina,450,Sumter,850,Sumter,33220,9813,342,23065
G4500870,1850,South Carolina,450,Union,870,Union,19851,9317,142,10392
G4500890,1850,South Carolina,450,Williamsburg,890,Williamsburg,12447,3902,37,8508
G4500910,1850,South Carolina,450,York,910,York,19433,11299,127,8007
G4700010,1850,Tennessee,470,Anderson,10,Anderson,6938,6391,41,506
G4700030,1850,Tennessee,470,Bedford,30,Bedford,21511,15937,72,5502
G4700050,1850,Tennessee,470,Benton,50,Benton,6315,5931,21,363
G4700070,1850,Tennessee,470,Bledsoe,70,Bledsoe,5959,5036,96,827
G4700090,1850,Tennessee,470,Blount,90,Blount,12424,11213,127,1084
G4700110,1850,Tennessee,470,Bradley,110,Bradley,12259,11478,37,744
G4700130,1850,Tennessee,470,Campbell,130,Campbell,6068,5651,99,318
G4700150,1850,Tennessee,470,Cannon,150,Cannon,8982,8115,24,843
G4700170,1850,Tennessee,470,Carroll,170,Carroll,15967,12815,17,3135
G4700190,1850,Tennessee,470,Carter,190,Carter,6296,5911,32,353
G4700250,1850,Tennessee,470,Claiborne,250,Claiborne,9369,8610,99,660
G4700290,1850,Tennessee,470,Cocke,290,Cocke,8300,7501,80,719
G4700310,1850,Tennessee,470,Coffee,310,Coffee,8351,7074,10,1267
G4700370,1850,Tennessee,470,Davidson,370,Davidson,38882,23853,854,14175
G4700390,1850,Tennessee,470,Decatur,390,Decatur,6003,5263,17,723
G4700410,1850,Tennessee,470,DeKalb,410,De Kalb,8016,7331,17,668
G4700430,1850,Tennessee,470,Dickson,430,Dickson,8404,6285,1,2118
G4700450,1850,Tennessee,470,Dyer,450,Dyer,6361,4884,9,1468
G4700470,1850,Tennessee,470,Fayette,470,Fayette,26719,11416,39,15264
G4700490,1850,Tennessee,470,Fentress,490,Fentress,4454,4305,1,148
G4700510,1850,Tennessee,470,Franklin,510,Franklin,13768,10085,60,3623
G4700530,1850,Tennessee,470,Gibson,530,Gibson,19548,15286,68,4194
G4700550,1850,Tennessee,470,Giles,550,Giles,25949,16518,73,9358
G4700570,1850,Tennessee,470,Grainger,570,Grainger,12370,11170,165,1035
G4700590,1850,Tennessee,470,Greene,590,Greene,17824,16526,205,1093
G4700610,1850,Tennessee,470,Grundy,610,Grundy,2773,2522,15,236
G4700650,1850,Tennessee,470,Hamilton,650,Hamilton,10075,9216,187,672
G4700670,1850,Tennessee,470,Hancock,670,Hancock,5660,5447,11,202
G4700690,1850,Tennessee,470,Hardeman,690,Hardeman,17456,10308,40,7108
G4700710,1850,Tennessee,470,Hardin,710,Hardin,10328,9040,31,1257
G4700730,1850,Tennessee,470,Hawkins,730,Hawkins,13370,11567,113,1690
G4700750,1850,Tennessee,470,Haywood,750,Haywood,17259,8711,50,8498
G4700770,1850,Tennessee,470,Henderson,770,Henderson,13164,10570,2,2592
G4700790,1850,Tennessee,470,Henry,790,Henry,18233,13387,25,4821
G4700810,1850,Tennessee,470,Hickman,810,Hickman,9397,7559,22,1816
G4700850,1850,Tennessee,470,Humphreys,850,Humphreys,6422,5304,21,1097
G4700870,1850,Tennessee,470,Jackson,870,Jackson,15673,14000,115,1558
G4700890,1850,Tennessee,470,Jefferson,890,Jefferson,13204,11458,118,1628
G4700910,1850,Tennessee,470,Johnson,910,Johnson,3705,3485,14,206
G4700930,1850,Tennessee,470,Knox,930,Knox,18807,16385,229,2193
G4700970,1850,Tennessee,470,Lauderdale,970,Lauderdale,5169,3397,6,1766
G4700990,1850,Tennessee,470,Lawrence,990,Lawrence,9280,8094,24,1162
G4701010,1850,Tennessee,470,Lewis,1010,Lewis,4438,3694,8,736
G4701030,1850,Tennessee,470,Lincoln,1030,Lincoln,23492,17802,69,5621
G4701070,1850,Tennessee,470,McMinn,1070,Mcminn,13906,12286,52,1568
G4701090,1850,Tennessee,470,McNairy,1090,Mcnairy,12864,11447,24,1393
G4701110,1850,Tennessee,470,Macon,1110,Macon,6948,6122,60,766
G4701130,1850,Tennessee,470,Madison,1130,Madison,21470,12857,61,8552
G4701150,1850,Tennessee,470,Marion,1150,Marion,6314,5718,45,551
G4701170,1850,Tennessee,470,Marshall,1170,Marshall,15616,11915,67,3634
G4701190,1850,Tennessee,470,Maury,1190,Maury,29520,16759,91,12670
G4701210,1850,Tennessee,470,Meigs,1210,Meigs,4879,4480,4,395
G4701230,1850,Tennessee,470,Monroe,1230,Monroe,11874,10623,63,1188
G4701250,1850,Tennessee,470,Montgomery,1250,Montgomery,21045,11900,74,9071
G4701290,1850,Tennessee,470,Morgan,1290,Morgan,3430,3301,28,101
G4701310,1850,Tennessee,470,Obion,1310,Obion,7633,6572,4,1057
G4701330,1850,Tennessee,470,Overton,1330,Overton,11211,10088,58,1065
G4701350,1850,Tennessee,470,Perry,1350,Perry,5821,5503,5,313
G4701390,1850,Tennessee,470,Polk,1390,Polk,6338,5884,54,400
G4701430,1850,Tennessee,470,Rhea,1430,Rhea,4415,3951,28,436
G4701450,1850,Tennessee,470,Roane,1450,Roane,12185,10525,116,1544
G4701470,1850,Tennessee,470,Robertson,1470,Robertson,16145,11503,26,4616
G4701490,1850,Tennessee,470,Rutherford,1490,Rutherford,29122,16910,234,11978
G4701510,1850,Tennessee,470,Scott,1510,Scott,1905,1868,0,37
G4701550,1850,Tennessee,470,Sevier,1550,Sevier,6920,6450,67,403
G4701570,1850,Tennessee,470,Shelby,1570,Shelby,31157,16579,218,14360
G4701590,1850,Tennessee,470,Smith,1590,Smith,18412,13709,186,4517
G4701610,1850,Tennessee,470,Stewart,1610,Stewart,9719,7017,127,2575
G4701630,1850,Tennessee,470,Sullivan,1630,Sullivan,11742,10603,135,1004
G4701650,1850,Tennessee,470,Sumner,1650,Sumner,22717,14487,224,8006
G4701670,1850,Tennessee,470,Tipton,1670,Tipton,8887,4673,22,4192
G4701750,1850,Tennessee,470,Van Buren,1750,Van Buren,2674,2481,18,175
G4701770,1850,Tennessee,470,Warren,1770,Warren,10179,8386,83,1710
G4701790,1850,Tennessee,470,Washington,1790,Washington,13861,12671,260,930
G4701810,1850,Tennessee,470,Wayne,1810,Wayne,8170,7232,8,930
G4701830,1850,Tennessee,470,Weakley,1830,Weakley,14608,11525,13,3070
G4701850,1850,Tennessee,470,White,1850,White,11444,10101,129,1214
G4701870,1850,Tennessee,470,Williamson,1870,Williamson,27201,14266,71,12864
G4701890,1850,Tennessee,470,Wilson,1890,Wilson,27443,19913,403,7127
G4800010,1850,Texas,480,Anderson,10,Anderson,2884,2284,0,600
G4800050,1850,Texas,480,Angelina,50,Angelina,1165,945,24,196
G4800150,1850,Texas,480,Austin,150,Austin,3841,2286,6,1549
G4800210,1850,Texas,480,Bastrop,210,Bastrop,3099,2180,0,919
G4800290,1850,Texas,480,Bexar,290,Bexar,6052,5633,30,389
G4800370,1850,Texas,480,Bowie,370,Bowie,2912,1271,0,1641
G4800390,1850,Texas,480,Brazoria,390,Brazoria,4841,1329,5,3507
G4800410,1850,Texas,480,Brazos,410,Brazos,614,466,0,148
G4800510,1850,Texas,480,Burleson,510,Burleson,1713,1213,0,500
G4800550,1850,Texas,480,Caldwell,550,Caldwell,1329,1054,1,274
G4800570,1850,Texas,480,Calhoun,570,Calhoun,1110,867,9,234
G4800610,1850,Texas,480,Cameron,610,Cameron,8541,8469,19,53
G4800655,1850,Texas,480,Cass (old),655,Cass (old),4991,3089,0,1902
G4800730,1850,Texas,480,Cherokee,730,Cherokee,6673,5389,1,1283
G4800850,1850,Texas,480,Collin,850,Collin,1950,1816,0,134
G4800890,1850,Texas,480,Colorado,890,Colorado,2257,1534,0,723
G4800910,1850,Texas,480,Comal,910,Comal,1723,1662,0,61
G4800970,1850,Texas,480,Cooke,970,Cooke,220,219,0,1
G4801130,1850,Texas,480,Dallas,1130,Dallas,2743,2536,0,207
G4801210,1850,Texas,480,Denton,1210,Denton,641,631,0,10
G4801230,1850,Texas,480,DeWitt,1230,De Witt,1716,1148,0,568
G4801390,1850,Texas,480,Ellis,1390,Ellis,989,902,10,77
G4801470,1850,Texas,480,Fannin,1470,Fannin,3788,3260,0,528
G4801490,1850,Texas,480,Fayette,1490,Fayette,3756,2740,0,1016
G4801570,1850,Texas,480,Fort Bend,1570,Fort Bend,2533,974,5,1554
G4801670,1850,Texas,480,Galveston,1670,Galveston,4529,3785,30,714
G4801710,1850,Texas,480,Gillespie,1710,Gillespie,1240,1235,0,5
G4801750,1850,Texas,480,Goliad,1750,Goliad,648,435,0,213
G4801770,1850,Texas,480,Gonzales,1770,Gonzales,1492,891,0,601
G4801810,1850,Texas,480,Grayson,1810,Grayson,2008,1822,0,186
G4801850,1850,Texas,480,Grimes,1850,Grimes,4008,2326,2,1680
G4801870,1850,Texas,480,Guadalupe,1870,Guadalupe,1511,1171,5,335
G4802010,1850,Texas,480,Harris,2010,Harris,4668,3756,7,905
G4802030,1850,Texas,480,Harrison,2030,Harrison,11822,5604,5,6213
G4802090,1850,Texas,480,Hays,2090,Hays,387,259,0,128
G4802130,1850,Texas,480,Henderson,2130,Henderson,1237,1155,1,81
G4802230,1850,Texas,480,Hopkins,2230,Hopkins,2623,2469,0,154
G4802250,1850,Texas,480,Houston,2250,Houston,2721,2036,12,673
G4802310,1850,Texas,480,Hunt,2310,Hunt,1520,1477,2,41
G4802390,1850,Texas,480,Jackson,2390,Jackson,996,627,30,339
G4802410,1850,Texas,480,Jasper,2410,Jasper,1767,1226,0,541
G4802450,1850,Texas,480,Jefferson,2450,Jefferson,1836,1504,63,269
G4802570,1850,Texas,480,Kaufman,2570,Kaufman,1047,982,0,65
G4802770,1850,Texas,480,Lamar,2770,Lamar,3978,2893,0,1085
G4802850,1850,Texas,480,Lavaca,2850,Lavaca,1571,1139,0,432
G4802890,1850,Texas,480,Leon,2890,Leon,1946,1325,0,621
G4802910,1850,Texas,480,Liberty,2910,Liberty,2522,1623,7,892
G4802930,1850,Texas,480,Limestone,2930,Limestone,2608,1990,0,618
G4803210,1850,Texas,480,Matagorda,3210,Matagorda,2124,913,3,1208
G4803250,1850,Texas,480,Medina,3250,Medina,909,881,0,28
G4803310,1850,Texas,480,Milam,3310,Milam,2907,2469,2,436
G4803390,1850,Texas,480,Montgomery,3390,Montgomery,2384,1439,0,945
G4803470,1850,Texas,480,Nacogdoches,3470,Nacogdoches,5193,3758,31,1404
G4803490,1850,Texas,480,Navarro,3490,Navarro,2190,1943,1,246
G4803495,1850,Texas,480,Navarro-Ellis-Tarrant [multi-county reporting area],3495,Navarro-Ellis-Tarrant (multi-county reporting area),,,,
G4803510,1850,Texas,480,Newton,3510,Newton,1689,1255,8,426
G4803550,1850,Texas,480,Nueces,3550,Nueces,698,650,1,47
G4803650,1850,Texas,480,Panola,3650,Panola,3871,2676,2,1193
G4803730,1850,Texas,480,Polk,3730,Polk,2348,1542,1,805
G4803870,1850,Texas,480,Red River,3870,Red River,3906,2493,7,1406
G4803910,1850,Texas,480,Refugio,3910,Refugio,288,269,0,19
G4803950,1850,Texas,480,Robertson,3950,Robertson,934,670,0,264
G4804010,1850,Texas,480,Rusk,4010,Rusk,8148,6012,0,2136
G4804030,1850,Texas,480,Sabine,4030,Sabine,2498,1556,0,942
G4804050,1850,Texas,480,San Augustine,4050,San Augustine,3648,2087,0,1561
G4804090,1850,Texas,480,San Patricio,4090,San Patricio,200,197,0,3
G4804190,1850,Texas,480,Shelby,4190,Shelby,4239,3278,0,961
G4804230,1850,Texas,480,Smith,4230,Smith,4292,3575,0,717
G4804270,1850,Texas,480,Starr,4270,Starr,,,,
G4804390,1850,Texas,480,Tarrant,4390,Tarrant,664,599,0,65
G4804490,1850,Texas,480,Titus,4490,Titus,3636,3168,1,467
G4804530,1850,Texas,480,Travis,4530,Travis,3138,2336,11,791
G4804570,1850,Texas,480,Tyler,4570,Tyler,1894,1476,0,418
G4804590,1850,Texas,480,Upshur,4590,Upshur,3394,2712,0,682
G4804670,1850,Texas,480,Van Zandt,4670,Van Zandt,1348,1308,0,40
G4804690,1850,Texas,480,Victoria,4690,Victoria,2019,1396,52,571
G4804710,1850,Texas,480,Walker,4710,Walker,3964,2663,0,1301
G4804770,1850,Texas,480,Washington,4770,Washington,5983,3166,0,2817
G4804790,1850,Texas,480,Webb,4790,Webb,,,,
G4804810,1850,Texas,480,Wharton,4810,Wharton,1752,510,0,1242
G4804910,1850,Texas,480,Williamson,4910,Williamson,1568,1410,3,155
G4950115,1850,Utah Territory,495,Davis,115,Davis,1134,1134,0,0
G4950235,1850,Utah Territory,495,Great Salt Lake,235,Great Salt Lake,6157,6142,15,0
G4950295,1850,Utah Territory,495,Iron,295,Iron,360,359,1,0
G4950535,1850,Utah Territory,495,Sanpete,535,San Pete,365,365,0,0
G4950615,1850,Utah Territory,495,Tooele,615,Tooele,152,152,0,0
G4950675,1850,Utah Territory,495,Utah,675,Utah,2026,1992,8,26
G4950755,1850,Utah Territory,495,Weber,755,Weber,1186,1186,0,0
G5000010,1850,Vermont,500,Addison,10,Addison,26549,26441,108,0
